,state_abbr,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft,State
497,IA,4.258,2005,2965524,293.0,1.3,28.6,38.9,224.5,2845.0,611.9,2048.0,186.0,Iowa
498,IA,3.7,2006,2982085,285.7,1.8,29.2,43.9,210.8,2823.6,609.0,2045.5,169.1,Iowa
499,IA,3.6919999999999997,2007,2988046,300.2,1.3,32.5,44.4,222.0,2648.3,574.8,1908.2,165.3,Iowa
500,IA,4.208,2008,3002555,288.1,2.6,31.2,41.6,212.8,2440.4,552.8,1741.8,145.7,Iowa
501,IA,6.4079999999999995,2009,3007856,282.1,1.3,29.6,39.9,211.3,2329.9,545.9,1654.2,129.8,Iowa
502,IA,6.017,2010,3050202,268.5,1.2,28.9,33.2,205.2,2253.6,549.0,1580.0,124.6,Iowa
503,IA,5.55,2011,3064097,257.3,1.4,28.3,26.9,200.7,2351.2,573.5,1647.2,130.5,Iowa
504,IA,5.058,2012,3075039,265.6,1.6,29.3,31.3,203.4,2288.0,559.4,1597.2,131.4,Iowa
505,IA,4.758,2013,3092341,273.0,1.3,28.2,30.3,204.8,2198.2,514.8,1545.9,137.6,Iowa
506,IA,4.242,2014,3107126,273.5,1.9,26.6,33.6,201.6,2093.8,464.4,1495.8,133.6,Iowa
507,ID,5.582999999999999,1976,831000,226.7,5.3,18.7,40.0,162.8,4043.8,1036.7,2776.9,230.2,Idaho
508,ID,5.7829999999999995,1977,857000,236.9,5.5,19.4,39.6,172.5,3888.0,1050.8,2599.6,237.6,Idaho
509,ID,5.4670000000000005,1978,878000,236.4,5.4,19.2,40.0,171.9,3778.4,1038.4,2496.2,243.7,Idaho
510,ID,5.825,1979,905000,288.7,5.4,20.6,43.3,219.4,3952.0,1075.0,2605.2,271.8,Idaho
511,ID,7.5329999999999995,1980,943629,313.4,3.1,22.4,46.8,241.1,4468.8,1238.9,2993.0,236.9,Idaho
512,ID,7.757999999999999,1981,959000,283.3,4.5,20.6,37.7,220.4,4247.4,1173.6,2859.5,214.3,Idaho
513,ID,9.95,1982,965000,259.2,2.5,16.6,30.3,209.8,3824.0,1031.9,2617.2,174.9,Idaho
514,ID,8.967,1983,989000,238.7,3.5,18.3,27.3,189.6,3627.1,930.8,2525.7,170.6,Idaho
515,ID,7.332999999999999,1984,1001000,235.3,3.4,18.7,24.4,188.8,3436.4,874.2,2411.4,150.7,Idaho
516,ID,7.892,1985,1005000,234.8,2.2,19.1,26.8,186.8,3673.2,887.3,2604.0,182.0,Idaho
517,ID,8.45,1986,1003000,222.5,3.2,20.0,21.3,178.0,3984.4,1003.5,2799.7,181.3,Idaho
518,ID,7.632999999999999,1987,998000,214.2,3.1,17.5,24.2,169.3,3942.1,976.8,2797.9,167.4,Idaho
519,ID,6.0329999999999995,1988,999000,234.7,3.6,17.9,20.2,193.0,3738.2,870.0,2692.0,176.3,Idaho
520,ID,5.292000000000001,1989,1014000,254.6,2.6,23.3,15.0,213.8,3676.3,872.1,2645.5,158.8,Idaho
521,ID,5.5329999999999995,1990,1006749,275.7,2.7,27.3,15.0,230.7,3781.4,813.2,2802.7,165.5,Idaho
522,ID,6.233,1991,1039000,290.3,1.8,28.9,20.7,238.9,3905.5,826.0,2901.2,178.3,Idaho
523,ID,6.375,1992,1067000,281.4,3.5,31.8,21.5,224.7,3714.7,743.6,2813.8,157.4,Idaho
524,ID,6.007999999999999,1993,1099000,281.8,2.9,35.3,16.9,226.7,3563.3,668.8,2711.1,183.4,Idaho
525,ID,5.433,1994,1133000,285.8,3.5,27.9,18.4,235.9,3791.2,719.1,2877.1,195.1,Idaho
526,ID,5.417000000000001,1995,1163000,322.0,4.1,28.4,24.0,265.5,4079.4,779.8,3057.6,242.0,Idaho
527,ID,5.3,1996,1189000,267.2,3.6,26.3,20.3,217.0,3745.3,709.1,2848.8,187.5,Idaho
528,ID,5.15,1997,1210000,256.8,3.2,28.9,19.6,205.0,3668.4,758.3,2709.4,200.7,Idaho
529,ID,5.125,1998,1229000,282.2,2.9,31.4,21.5,226.4,3432.5,693.1,2553.7,185.7,Idaho
530,ID,4.917,1999,1251700,244.9,2.0,33.3,17.8,191.8,2905.1,610.4,2143.0,151.6,Idaho
531,ID,4.708,2000,1293953,252.5,1.2,29.7,17.2,204.3,2933.7,566.5,2206.0,161.2,Idaho
532,ID,5.092,2001,1320585,243.1,2.3,32.2,18.6,190.1,2891.2,568.5,2141.9,180.9,Idaho
533,ID,5.567,2002,1343124,254.6,2.7,37.0,17.9,197.0,2913.2,554.0,2163.6,195.6,Idaho
534,ID,5.6,2003,1367034,245.9,1.9,39.1,17.9,187.0,2929.1,573.3,2162.3,193.6,Idaho
535,ID,4.925,2004,1395140,247.4,2.2,42.6,17.3,185.4,2781.0,549.8,2034.8,196.3,Idaho
536,ID,4.008,2005,1429367,257.0,2.4,40.4,18.6,195.3,2697.0,564.3,1931.0,202.0,Idaho
537,ID,3.5,2006,1466465,250.0,2.4,41.7,20.0,185.9,2395.9,514.5,1715.3,166.1,Idaho
538,ID,3.083,2007,1499402,256.2,3.3,40.5,16.2,196.2,2275.8,475.6,1649.1,151.1,Idaho
539,ID,5.083,2008,1523816,241.5,1.5,38.0,15.7,186.3,2096.1,442.8,1544.3,108.9,Idaho
540,ID,8.758,2009,1545801,246.2,1.6,37.2,16.4,191.0,2019.7,432.3,1492.2,95.2,Idaho
541,ID,8.967,2010,1571102,220.5,1.4,33.9,13.6,171.6,2000.9,414.5,1501.7,84.6,Idaho
542,ID,8.342,2011,1583744,202.2,2.2,28.0,11.9,160.1,2075.8,436.6,1555.1,84.0,Idaho
543,ID,7.225,2012,1595590,209.8,1.9,31.0,15.2,161.7,1994.6,453.8,1454.2,86.6,Idaho
544,ID,6.117000000000001,2013,1612843,215.2,1.8,32.0,13.6,158.0,1874.3,415.0,1364.0,95.4,Idaho
545,ID,4.842,2014,1634464,212.2,2.0,28.6,12.5,160.5,1854.8,393.3,1359.9,101.6,Idaho
546,IL,6.632999999999999,1976,11229000,625.8,10.3,24.6,287.1,303.7,4829.5,1258.4,2991.8,579.3,Illinois
547,IL,6.2,1977,11245000,630.6,9.9,26.1,280.3,314.3,4697.1,1257.0,2828.5,611.7,Illinois
548,IL,5.975,1978,11243000,676.7,9.9,28.0,292.9,345.9,4943.1,1350.7,2969.9,622.5,Illinois
549,IL,5.517,1979,11230000,743.9,10.7,33.0,321.1,379.2,5287.2,1440.6,3170.6,676.0,Illinois
550,IL,8.142000000000001,1980,11355062,808.0,10.6,34.8,367.0,395.6,5461.1,1559.6,3252.5,649.0,Illinois
551,IL,8.533,1981,11455000,792.5,10.5,32.4,373.2,376.3,5323.2,1511.5,3201.2,610.5,Illinois
552,IL,11.367,1982,11448000,774.3,8.8,29.9,346.8,388.8,5066.0,1373.8,3093.2,599.0,Illinois
553,IL,11.792,1983,11486000,728.1,9.7,31.5,318.9,368.0,4813.3,1292.4,2952.0,569.0,Illinois
554,IL,9.033,1984,11511000,724.9,9.0,31.2,303.8,380.9,4579.3,1173.4,2820.3,585.6,Illinois
555,IL,9.05,1985,11535000,714.8,8.0,39.3,287.1,380.3,4596.5,1135.8,2869.8,590.9,Illinois
556,IL,8.267000000000001,1986,11533000,808.9,8.9,41.2,325.3,433.5,4746.0,1179.8,2937.9,628.3,Illinois
557,IL,7.457999999999999,1987,11582000,796.2,8.3,38.4,314.3,435.2,4620.3,1123.7,2957.1,539.5,Illinois
558,IL,6.675,1988,11544000,810.4,8.6,38.5,312.7,450.6,4810.4,1128.7,3076.5,605.3,Illinois
559,IL,6.042000000000001,1989,11658000,845.9,9.0,35.7,335.7,465.4,4793.3,1076.0,3109.9,607.4,Illinois
560,IL,6.142,1990,11430602,967.4,10.3,39.4,394.0,523.6,4967.7,1063.0,3262.0,642.8,Illinois
561,IL,7.242000000000001,1991,11543000,1039.2,11.3,40.0,456.1,531.8,5092.9,1120.0,3317.5,655.3,Illinois
562,IL,7.882999999999999,1992,11631000,977.3,11.4,37.1,412.5,516.4,4788.1,1077.3,3091.9,618.8,Illinois
563,IL,7.433,1993,11697000,959.7,11.4,34.6,381.2,532.6,4658.2,1015.5,3084.0,558.7,Illinois
564,IL,5.7829999999999995,1994,11752000,960.9,11.7,33.3,372.6,543.3,4664.9,1005.1,3096.4,563.5,Illinois
565,IL,5.167000000000001,1995,11830000,996.1,10.3,36.5,330.8,618.5,4459.6,917.6,3019.0,523.0,Illinois
566,IL,5.2829999999999995,1996,11847000,890.4,10.0,38.4,279.4,562.6,4429.6,913.2,3026.2,490.2,Illinois
567,IL,4.783,1997,11896000,861.4,9.2,37.1,278.4,536.7,4279.7,870.5,2943.3,465.9,Illinois
568,IL,4.433,1998,12045000,807.7,8.4,34.0,248.5,516.9,4050.8,811.9,2799.4,439.5,Illinois
569,IL,4.3580000000000005,1999,12128370,689.5,7.7,35.4,217.4,428.9,3825.2,711.7,2646.3,467.2,Illinois
570,IL,4.342,2000,12419293,653.8,7.2,31.6,206.5,408.5,3585.4,659.1,2521.6,404.7,Illinois
571,IL,5.325,2001,12520227,633.1,7.8,32.0,199.1,394.1,3471.6,632.2,2450.1,389.2,Illinois
572,IL,6.5329999999999995,2002,12586447,601.9,7.6,34.7,201.1,358.4,3420.2,647.0,2417.1,356.0,Illinois
573,IL,6.75,2003,12649087,556.4,7.1,33.1,188.0,328.1,3287.9,619.4,2339.4,329.1,Illinois
574,IL,6.207999999999999,2004,12712016,545.7,6.1,33.2,177.6,328.7,3174.1,598.6,2257.9,317.6,Illinois
575,IL,5.692,2005,12765427,552.0,6.0,33.8,182.2,330.3,3092.0,608.2,2175.0,308.0,Illinois
576,IL,4.525,2006,12831970,541.6,6.1,31.8,185.3,318.4,3019.6,602.1,2124.2,293.3,Illinois
577,IL,4.967,2007,12852548,533.2,5.9,31.9,179.7,315.7,2935.8,587.6,2084.5,263.7,Illinois
578,IL,6.3,2008,12901563,525.4,6.1,31.9,186.4,300.9,2932.6,612.1,2068.1,252.5,Illinois
579,IL,10.2,2009,12910409,497.2,6.0,30.2,177.6,283.4,2736.9,603.0,1927.3,206.6,Illinois
580,IL,10.392000000000001,2010,12841980,444.9,5.5,23.9,158.7,256.8,2718.1,603.3,1889.7,225.1,Illinois
581,IL,9.7,2011,12859752,424.0,6.1,23.6,157.2,237.1,2678.7,604.4,1845.8,228.5,Illinois
582,IL,8.982999999999999,2012,12868192,416.2,6.0,27.8,151.4,231.0,2585.5,552.5,1828.6,204.3,Illinois
583,IL,9.042,2013,12890552,403.1,5.6,30.2,137.6,218.5,2296.6,458.4,1676.1,162.1,Illinois
584,IL,7.0920000000000005,2014,12880580,370.0,5.3,23.9,118.8,213.7,2075.9,388.2,1552.2,135.5,Illinois
585,IN,6.0920000000000005,1976,5302000,315.4,7.1,23.2,128.8,156.3,4357.9,1215.6,2769.9,372.4,Indiana
586,IN,5.8,1977,5330000,310.6,7.4,26.5,123.2,153.5,3962.3,1086.2,2498.7,377.4,Indiana
587,IN,5.5920000000000005,1978,5374000,323.5,6.2,27.0,121.4,168.8,4015.1,1108.3,2495.7,411.1,Indiana
588,IN,6.4670000000000005,1979,5400000,338.0,8.3,31.1,132.7,165.9,4263.4,1169.9,2660.5,433.0,Indiana
589,IN,9.642000000000001,1980,5461103,377.8,8.9,33.1,141.4,194.5,4552.5,1313.3,2807.1,432.2,Indiana
590,IN,9.875,1981,5466000,341.6,7.1,29.6,129.0,176.0,4198.2,1168.8,2690.0,339.3,Indiana
591,IN,11.982999999999999,1982,5471000,300.6,6.5,27.8,109.0,157.2,4128.9,1088.8,2713.5,326.6,Indiana
592,IN,11.208,1983,5479000,283.8,5.2,27.5,99.9,151.1,3846.0,988.3,2535.7,322.1,Indiana
593,IN,8.567,1984,5498000,305.2,5.5,25.0,98.9,175.9,3624.2,928.0,2345.2,351.0,Indiana
594,IN,7.792000000000001,1985,5499000,309.4,5.8,24.0,92.1,187.5,3604.7,914.6,2361.5,328.5,Indiana
595,IN,6.867000000000001,1986,5504000,307.7,6.0,25.9,90.0,185.9,3547.1,886.7,2332.9,327.5,Indiana
596,IN,6.233,1987,5531000,328.5,5.6,29.1,88.6,205.2,3791.3,946.7,2490.0,354.5,Indiana
597,IN,5.257999999999999,1988,5575000,380.0,6.4,31.0,89.0,253.5,3770.0,935.2,2481.3,353.5,Indiana
598,IN,4.842,1989,5593000,406.5,6.3,32.3,101.4,266.5,4033.5,969.1,2673.2,391.1,Indiana
599,IN,5.292000000000001,1990,5544159,473.9,6.2,37.9,101.3,328.4,4209.4,943.3,2827.1,439.0,Indiana
600,IN,5.983,1991,5610000,505.3,7.5,41.3,116.0,340.5,4312.5,977.1,2870.6,464.8,Indiana
601,IN,6.542000000000001,1992,5662000,508.5,8.2,42.4,122.2,335.7,4178.5,952.1,2776.1,450.3,Indiana
602,IN,5.382999999999999,1993,5713000,489.1,7.5,39.1,119.8,322.6,3976.0,852.0,2695.9,428.1,Indiana
603,IN,4.875,1994,5752000,525.1,7.9,35.6,130.2,351.5,4067.7,850.5,2782.4,434.8,Indiana
604,IN,4.583,1995,5803000,524.7,8.0,33.3,135.2,348.3,4106.8,821.6,2819.5,465.7,Indiana
605,IN,4.067,1996,5841000,537.0,7.2,34.1,124.1,371.6,3961.2,783.8,2752.6,424.9,Indiana
606,IN,3.525,1997,5864000,514.6,7.3,32.9,132.4,342.1,3951.6,821.7,2701.9,428.0,Indiana
607,IN,3.092,1998,5899000,431.0,7.7,33.1,111.2,279.0,3738.4,789.2,2590.1,359.2,Indiana
608,IN,3.042,1999,5942901,374.6,6.6,27.0,109.3,231.7,3391.4,714.5,2335.5,341.4,Indiana
609,IN,3.1,2000,6080485,349.1,5.8,28.9,103.3,211.1,3402.8,676.1,2379.9,346.8,Indiana
610,IN,4.25,2001,6126743,371.1,6.7,28.0,117.0,219.3,3452.9,697.9,2404.1,350.9,Indiana
611,IN,5.192,2002,6156913,357.3,5.9,29.9,107.4,214.1,3394.0,692.0,2372.5,329.5,Indiana
612,IN,5.2829999999999995,2003,6199571,352.3,5.5,27.7,103.2,215.9,3355.7,670.7,2349.9,335.0,Indiana
613,IN,5.358,2004,6226537,325.9,5.1,29.0,102.4,189.5,3403.6,677.2,2387.7,338.7,Indiana
614,IN,5.492000000000001,2005,6266019,324.0,5.7,29.6,108.7,180.0,3460.0,698.3,2414.0,347.0,Indiana
615,IN,5.033,2006,6313520,321.6,5.7,28.7,113.6,173.5,3449.5,721.3,2386.2,342.0,Indiana
616,IN,4.567,2007,6345289,335.8,5.5,27.4,123.6,179.3,3370.8,732.6,2332.4,305.8,Indiana
617,IN,5.882999999999999,2008,6376792,337.6,5.0,26.8,118.9,186.8,3350.3,765.4,2310.5,274.4,Indiana
618,IN,10.308,2009,6423113,334.0,4.9,25.2,114.4,189.5,3112.3,761.0,2135.9,215.4,Indiana
619,IN,10.375,2010,6490622,323.3,4.1,27.1,101.1,191.0,3070.2,748.3,2113.9,208.0,Indiana
620,IN,9.107999999999999,2011,6516353,331.8,4.7,27.0,107.1,193.0,3161.5,776.1,2158.1,227.4,Indiana
621,IN,8.333,2012,6537782,344.8,4.7,25.4,101.0,213.8,3028.5,729.4,2090.4,208.6,Indiana
622,IN,7.6579999999999995,2013,6570713,359.6,5.4,24.7,108.3,211.8,2853.1,650.7,1986.6,215.9,Indiana
623,IN,5.9670000000000005,2014,6596855,365.3,5.0,24.5,104.5,222.6,2649.4,559.3,1880.0,210.1,Indiana
624,KS,4.208,1976,2310000,282.6,4.5,21.9,85.8,170.4,4495.8,1325.5,2938.1,232.3,Kansas
625,KS,3.917,1977,2326000,309.8,6.6,22.0,100.7,180.5,4254.0,1270.4,2739.3,244.3,Kansas
626,KS,3.125,1978,2348000,318.2,5.7,25.0,93.7,193.8,4225.9,1286.8,2691.4,247.7,Kansas
627,KS,3.208,1979,2369000,353.6,5.5,26.4,102.3,219.4,4542.2,1329.8,2938.9,273.5,Kansas
628,KS,4.45,1980,2354783,389.3,6.9,31.5,113.1,237.8,4989.5,1521.4,3196.4,271.7,Kansas
629,KS,4.308,1981,2381000,369.4,6.3,30.8,109.7,222.6,5034.9,1544.2,3235.6,255.1,Kansas
630,KS,6.267,1982,2408000,335.9,5.7,24.8,87.0,218.4,4616.1,1344.8,3048.8,222.5,Kansas
631,KS,5.875,1983,2425000,326.6,5.6,25.9,84.0,211.0,4203.2,1167.8,2834.4,201.0,Kansas
632,KS,4.9,1984,2438000,334.2,3.7,27.4,71.6,231.5,4005.2,1049.1,2749.3,206.8,Kansas
633,KS,5.092,1985,2450000,355.8,4.9,29.3,78.7,242.7,4019.3,1050.6,2752.4,216.4,Kansas
634,KS,5.317,1986,2461000,368.8,4.4,32.9,79.6,251.9,4453.8,1187.7,3008.1,258.0,Kansas
635,KS,4.85,1987,2476000,360.7,4.4,32.6,82.1,241.6,4543.1,1138.0,3152.0,253.2,Kansas
636,KS,4.542,1988,2487000,365.2,3.4,31.3,85.9,244.6,4514.7,1179.0,3093.2,242.5,Kansas
637,KS,4.175,1989,2513000,400.8,5.5,36.5,99.8,259.1,4582.0,1188.7,3096.0,297.4,Kansas
638,KS,4.292,1990,2477574,447.7,4.0,40.4,117.6,285.7,4745.4,1166.5,3243.5,335.4,Kansas
639,KS,4.408,1991,2495000,499.6,6.1,44.8,138.4,310.3,5034.7,1306.7,3377.1,351.0,Kansas
640,KS,4.4830000000000005,1992,2523000,510.8,6.0,41.3,129.9,333.7,4809.1,1293.7,3191.7,323.8,Kansas
641,KS,4.967,1993,2531000,496.4,6.4,40.1,123.6,326.3,4478.9,1132.2,3024.0,322.7,Kansas
642,KS,4.8919999999999995,1994,2554000,443.0,6.7,41.3,115.1,279.9,4404.0,1121.2,2954.5,328.2,Kansas
643,KS,4.4,1995,2565000,420.7,6.2,36.6,108.2,269.8,4466.2,1068.4,3074.3,323.5,Kansas
644,KS,4.25,1996,2572000,413.8,6.6,42.6,96.3,268.3,4268.0,981.3,3038.3,248.4,Kansas
645,KS,3.767,1997,2595000,429.7,5.8,45.4,97.7,280.8,4722.7,936.1,3538.5,248.1,Kansas
646,KS,3.525,1998,2629000,417.3,6.6,42.9,87.0,280.9,4454.7,950.3,3245.7,258.7,Kansas
647,KS,3.267,1999,2654052,382.8,6.0,40.1,77.1,259.5,4055.8,824.2,3003.8,227.9,Kansas
648,KS,3.583,2000,2688418,389.4,6.3,38.0,76.2,269.0,4019.4,799.1,2978.6,241.6,Kansas
649,KS,4.217,2001,2702125,403.7,3.4,35.0,89.7,275.7,3905.7,759.2,2851.0,295.5,Kansas
650,KS,5.033,2002,2711769,377.2,2.9,38.2,79.8,256.3,3716.0,725.7,2724.3,266.0,Kansas
651,KS,5.507999999999999,2003,2724786,397.5,4.6,39.8,82.5,270.6,4010.4,806.4,2916.6,287.4,Kansas
652,KS,5.45,2004,2733697,377.9,4.5,41.8,66.3,265.4,4015.5,737.0,2967.2,311.3,Kansas
653,KS,5.025,2005,2748172,389.0,3.7,40.0,65.3,280.4,3806.0,692.4,2774.0,340.0,Kansas
654,KS,4.383,2006,2764075,432.7,4.5,46.3,67.9,314.0,3772.0,726.7,2729.7,315.6,Kansas
655,KS,4.2669999999999995,2007,2775997,458.6,3.8,46.4,72.8,335.6,3709.0,737.1,2662.1,309.8,Kansas
656,KS,4.6,2008,2802134,412.3,4.0,43.8,60.0,304.6,3386.1,701.3,2420.5,264.3,Kansas
657,KS,6.858,2009,2818747,406.6,4.4,41.8,63.4,296.9,3225.9,690.8,2323.7,211.4,Kansas
658,KS,7.058,2010,2859143,370.8,3.4,40.1,53.8,273.5,3116.6,675.6,2230.5,210.6,Kansas
659,KS,6.492000000000001,2011,2870386,355.7,3.9,39.1,50.4,262.3,3088.6,651.9,2203.8,232.9,Kansas
660,KS,5.733,2012,2885398,356.7,2.9,38.3,51.7,263.7,3156.1,654.1,2267.0,234.9,Kansas
661,KS,5.292000000000001,2013,2895801,342.8,4.0,34.6,46.2,247.8,2959.6,603.5,2125.7,230.4,Kansas
662,KS,4.525,2014,2904021,348.6,3.1,37.0,46.9,250.0,2735.2,545.0,1952.4,237.8,Kansas
663,KY,5.4,1976,3428000,262.2,10.6,17.8,98.7,135.1,3034.7,930.2,1857.7,246.8,Kentucky
664,KY,4.85,1977,3458000,233.6,10.1,19.1,81.1,123.3,2779.8,872.2,1662.1,245.4,Kentucky
665,KY,5.1579999999999995,1978,3498000,223.2,9.0,20.7,81.3,112.1,2799.9,884.6,1664.7,250.6,Kentucky
666,KY,5.525,1979,3527000,248.0,9.5,20.4,92.1,126.1,2935.9,909.6,1770.1,256.2,Kentucky
667,KY,7.942,1980,3641479,266.7,8.8,19.2,95.2,143.5,3167.1,1040.8,1875.5,250.7,Kentucky
668,KY,8.625,1981,3661000,289.5,8.4,20.9,100.7,159.5,3242.0,1062.4,1944.7,235.0,Kentucky
669,KY,10.783,1982,3667000,315.0,9.7,20.0,97.3,188.0,3253.4,1029.1,1991.3,233.1,Kentucky
670,KY,11.4,1983,3714000,322.2,9.8,22.0,87.1,203.3,3112.6,977.0,1920.4,215.2,Kentucky
671,KY,9.267000000000001,1984,3723000,277.8,6.6,22.2,70.7,178.4,2680.7,785.2,1715.3,180.2,Kentucky
672,KY,9.208,1985,3726000,305.5,6.9,21.6,75.7,201.3,2641.7,771.3,1677.2,193.2,Kentucky
673,KY,9.4,1986,3728000,334.4,6.7,23.1,82.5,222.2,2757.8,824.2,1740.4,193.2,Kentucky
674,KY,8.475,1987,3727000,337.8,7.5,21.0,90.2,219.1,2932.2,847.1,1892.5,192.7,Kentucky
675,KY,7.625,1988,3721000,330.1,6.2,22.4,74.3,227.3,2804.7,826.3,1792.8,185.5,Kentucky
676,KY,6.367000000000001,1989,3727000,356.9,7.9,24.6,76.1,248.3,2960.2,819.1,1921.4,219.8,Kentucky
677,KY,5.9670000000000005,1990,3685296,390.4,7.2,29.0,69.1,285.2,2909.1,766.9,1942.7,199.4,Kentucky
678,KY,7.2829999999999995,1991,3713000,438.0,6.8,35.4,83.1,312.7,2920.3,796.6,1909.1,214.6,Kentucky
679,KY,6.882999999999999,1992,3755000,535.5,5.8,32.2,87.2,410.4,2788.1,729.1,1842.5,216.5,Kentucky
680,KY,6.233,1993,3789000,462.7,6.6,34.3,90.4,331.4,2797.0,740.1,1840.7,216.2,Kentucky
681,KY,5.392,1994,3827000,444.0,6.4,35.3,93.9,308.4,2893.3,750.4,1919.2,223.6,Kentucky
682,KY,5.417000000000001,1995,3860000,364.7,7.2,31.9,103.7,222.0,2987.0,735.5,1992.4,259.1,Kentucky
683,KY,5.4670000000000005,1996,3884000,320.5,5.9,31.7,93.8,189.2,2845.8,688.4,1896.3,261.1,Kentucky
684,KY,5.3420000000000005,1997,3908000,316.9,5.8,33.4,90.7,187.0,2810.1,681.6,1880.4,248.1,Kentucky
685,KY,4.6080000000000005,1998,3936000,328.0,6.0,28.1,88.1,205.7,2787.6,711.3,1828.5,247.8,Kentucky
686,KY,4.5,1999,3960825,308.3,5.1,29.0,78.4,195.8,2645.1,635.7,1785.5,223.9,Kentucky
687,KY,4.175,2000,4041769,294.5,4.8,27.0,80.6,182.2,2665.2,626.2,1809.6,229.5,Kentucky
688,KY,5.167000000000001,2001,4068816,258.3,4.4,25.8,80.3,147.7,2638.5,662.7,1756.0,219.8,Kentucky
689,KY,5.692,2002,4089822,271.4,4.7,26.6,76.6,163.6,2655.1,657.5,1769.7,227.9,Kentucky
690,KY,6.125,2003,4118189,248.5,4.4,27.3,78.3,138.5,2510.1,632.2,1677.5,200.4,Kentucky
691,KY,5.4,2004,4141835,245.1,5.7,29.9,78.9,130.6,2540.2,625.4,1703.0,211.8,Kentucky
692,KY,5.882999999999999,2005,4172608,267.0,4.6,34.1,88.4,139.8,2531.0,634.1,1686.0,211.0,Kentucky
693,KY,5.7,2006,4206074,270.1,4.1,31.2,91.5,143.3,2601.7,662.5,1716.5,222.6,Kentucky
694,KY,5.4,2007,4241474,290.7,4.9,32.2,95.9,157.7,2546.0,655.9,1685.5,204.6,Kentucky
695,KY,6.4079999999999995,2008,4269245,297.2,4.7,34.1,95.6,162.8,2681.8,692.3,1810.1,179.4,Kentucky
696,KY,10.35,2009,4314113,255.0,4.3,35.5,84.4,130.8,2524.6,692.6,1690.7,141.3,Kentucky
697,KY,10.208,2010,4347223,243.9,4.3,33.1,86.2,120.3,2557.3,700.3,1713.5,143.5,Kentucky
698,KY,9.4,2011,4366814,239.6,3.5,34.3,84.8,117.0,2725.9,750.0,1822.5,153.5,Kentucky
699,KY,8.158,2012,4379730,224.9,4.6,30.0,81.0,109.4,2575.5,682.2,1739.8,153.5,Kentucky
700,KY,8.008,2013,4399583,210.9,3.9,21.6,73.8,95.8,2374.0,598.5,1637.6,137.9,Kentucky
701,KY,6.457999999999999,2014,4413457,211.6,3.6,20.0,75.6,99.8,2246.9,526.7,1577.1,143.2,Kentucky
702,LA,6.692,1976,3841000,472.8,13.2,26.8,124.3,308.5,3888.2,1140.6,2447.0,300.6,Louisiana
703,LA,7.075,1977,3921000,524.8,15.5,30.9,142.9,335.5,3973.1,1165.5,2469.9,337.7,Louisiana
704,LA,6.8,1978,3966000,584.9,15.8,34.8,173.7,360.7,4207.4,1275.5,2570.3,361.6,Louisiana
705,LA,6.567,1979,4026000,676.3,16.9,38.6,219.4,401.4,4682.4,1396.8,2877.7,407.9,Louisiana
706,LA,6.85,1980,4199542,665.0,15.7,44.5,197.0,407.8,4788.8,1523.9,2888.4,376.5,Louisiana
707,LA,8.392000000000001,1981,4305000,638.3,15.6,41.4,202.0,379.2,4629.4,1434.5,2832.9,362.0,Louisiana
708,LA,10.283,1982,4362000,669.1,16.0,39.9,212.6,400.6,4642.1,1424.8,2881.7,335.6,Louisiana
709,LA,11.542,1983,4438000,640.9,14.2,39.9,190.0,396.8,4385.7,1292.5,2782.6,310.6,Louisiana
710,LA,10.067,1984,4462000,678.0,12.9,41.8,190.5,432.8,4432.5,1226.2,2898.9,307.5,Louisiana
711,LA,11.558,1985,4481000,694.2,10.9,39.8,190.3,453.3,4869.3,1323.9,3163.1,382.3,Louisiana
712,LA,12.758,1986,4501000,758.2,12.8,40.1,223.8,481.6,5319.8,1460.8,3417.4,441.6,Louisiana
713,LA,12.133,1987,4461000,693.0,11.1,35.9,179.0,467.0,5180.2,1444.5,3323.2,412.5,Louisiana
714,LA,10.842,1988,4420000,717.4,11.6,38.5,209.0,458.3,5043.3,1444.4,3148.0,450.9,Louisiana
715,LA,7.9670000000000005,1989,4382000,781.8,14.9,38.2,237.3,491.4,5459.5,1464.7,3473.5,521.3,Louisiana
716,LA,6.192,1990,4219973,898.4,17.2,42.2,269.8,569.2,5588.2,1437.9,3548.6,601.7,Louisiana
717,LA,7.275,1991,4252000,951.0,16.9,40.9,278.9,614.3,5473.5,1411.5,3488.6,573.4,Louisiana
718,LA,8.033,1992,4287000,984.6,17.4,42.3,271.4,653.4,5561.9,1366.3,3567.5,628.1,Louisiana
719,LA,7.625,1993,4295000,1061.7,20.3,42.3,283.6,715.4,5784.9,1368.3,3802.9,613.7,Louisiana
720,LA,7.85,1994,4315000,981.9,19.8,44.6,267.2,650.3,5689.2,1279.0,3802.6,607.6,Louisiana
721,LA,6.992000000000001,1995,4342000,1007.4,17.0,42.7,268.6,679.0,5668.6,1231.7,3838.5,598.4,Louisiana
722,LA,6.608,1996,4351000,929.1,17.5,41.5,276.6,593.5,5909.7,1295.8,3982.3,631.6,Louisiana
723,LA,6.017,1997,4352000,855.9,15.7,41.3,239.1,559.7,5593.4,1239.3,3748.0,606.0,Louisiana
724,LA,5.683,1998,4369000,779.5,12.8,36.8,198.0,531.9,5318.8,1172.1,3605.1,541.6,Louisiana
